roundID,text,playerID,director
01J1G2YX2M641341SFGA9NGYRA,hi,01J1G2T8HB1GEVF048FFA2RHEY,f
01J1G2YX2P4THVBK979W61TAKC,big tap,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX2RERTRBBYXBEH7SHXW,a diagonal rectangle with a left branch],01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX2TB1MGCKXXXTYWXC28,a crab,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX2XHB0EYFHP1FB4BD9R,3 objects balanced,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX31XTWZY7ERSW15VHAX,a 3 prong fork,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX33HJ8QD55HXNBS0HYM,a tap,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX35GTMDA31BYSN2Y6N6,a faucet / tap,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX37SSSST1RZ7YGE5HWR,up facing chevron with a triangle bowl on top,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX39CCTT6X7M1853Z6QQ,a head look straight at you,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX3C7AVHQYJAAH7ZJ5Y0,"ugliest one., no shape at  all",01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX3C7AVHQYJAAH7ZJ5Y0,y,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX3C7AVHQYJAAH7ZJ5Y0,like a crocodile?,01J1G2T8HB1GEVF048FFA2RHEY,f
01J1G2YX3ESA7CZRC4AZCMZWHZ,a bridge facing you,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX3GXVNKXA3EVCCH676T,a big ear head with collar,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX3GXVNKXA3EVCCH676T,n,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX3GXVNKXA3EVCCH676T,something sticking out on top left?,01J1G2T8HB1GEVF048FFA2RHEY,f
01J1G2YX3KX7VSJM0KSX8BPTV5,a king with too large crown,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX3NM6WBEB1W0VHJPQF3,a dog,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX3RRCKGGANJ5C4ZGS60,bowser looking right,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX3VJMMK9X4HCAVAYED8,crab,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX40KBD4NSN4XX0H6XDH,bowser,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX42XA3E1JQBA5SF3DYE,redctangle with erection,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX42XA3E1JQBA5SF3DYE,lol,01J1G2T8HB1GEVF048FFA2RHEY,f
01J1G2YX47TR6RW28C7X9XSAW7,big ears,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX4DSKPTW6G2A6Q1CKPX,chevron,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX4H9D9D4K0M89ZAGEQD,mongolian warrior,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX4M31997181XV3F1KYK,head looking at you,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX4WXA8H736F2NXDQ7B0,3 balancing cups,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX4ZHSZ9MKVPNZ715A2M,big tap,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX55MFR2YJHB560M1Z8W,dog,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX57379JMNEY4C8XSJ9Z,crocodile,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX5B9MDZCFJPV2FD7CFQ,Man with white tie,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX5FZP724401A4434D23,bridge,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX5JF9YCG7S3KFTVSXCZ,block with spike left down,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX5JF9YCG7S3KFTVSXCZ,lift,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX5JF9YCG7S3KFTVSXCZ,erection or lift off,01J1G2T8HB1GEVF048FFA2RHEY,f
01J1G2YX5NB8V5SB4BEPGGX4X1,3 fork,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX5SYG37M0CFSJNQPKCR,erection,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX5WECF7NMBT619K0N4Z,fork,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX60KK5BP551KP8HZ3QQ,mongolian,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX63X07NZBNWQTKJZCKF,crab,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX66SYXCEGCMJQ0FWK10,3 cups,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX69RTS2J9TCH0A4DQBG,bowser,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX6D62ANQARHTE0CZCBF,Croc,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX6HEM1WWQ8QYN8TAFNH,dog,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX6MB54KPEAJSVYGGRA6,white tie,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX6QHVYG9CFSRTQJMN8W,big ears,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX6V3GC93X3E7N41ZMJ4,bridge,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX6WPCMC99E3H8ETG5RQ,tap,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX6YH8TAYP2N0J44P8QE,chevron,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX72X3CCP9G08MAM9MPF,tap,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX74N2MTCRJ5F30QEWB5,Lift,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX76QK7012W2DMPPFV6H,croc,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX7A634W3527YD43WV33,head,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX7EVPW4Y94VG1BVY7Z2,bowser,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX7P3ZHJ0T9R2MRC6888,chevron,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX7R8CYCJM3B1AJVN1S9,tap,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX86HMW9BZ73CQ4MBE99,head,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX8DZRCXTMJJ7QKKXHPP,crab,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX8H8WPS6EXHP36WNMQM,white tie,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX8P9NXA8639HVC8RT97,lift,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX8VQDSEY5X4WEE94RA9,big ears,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX8ZVSD3FK3B51DR4J63,mongolian,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX926ZT0XJ7XG0EAV9ES,erect,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX96GWB8F7GEG69ZNQKW,bridge,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX9AVFAXNPRCSDYCMJ0P,fork,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX9DMTNTXS7T4H197KFT,cups,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G2YX9FR5884JFWTBAMPXY0,dog,01J1G2T8HB1GEVF048FFA2RHEY,t
01J1G2YX9P6NZZ9NZ1JV07N6J3,tap,01J1G2RV8EK2KYFBN5MV3JDGVZ,t
01J1G3CMQERDSPNP4NV6X8S2R0,an upside down chair,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMQKW02169MA0055Q3XF,it's spiky,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMQQMXQ4YM1WWCXMS9YF,hello,01J1G2EZDQFBSKJ15KW9KM1SPD,f
01J1G3CMQQMXQ4YM1WWCXMS9YF,Hello,01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMQQMXQ4YM1WWCXMS9YF,Three spikes pointing upwards,01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMQY0A32YP3ZYP26224Z,"Woman's head, flat top",01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMR1GEJVN400H2VVQVH7,"unsymmetrical, bottom right looks like it's been bitten off",01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMR5MNHT9GBSDNBSVSXS,looks like a trident,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMRBHHTFDM9B63ADTVW1,"Looks like a woman's head, not spiky",01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMRHRT4P6QP6MH7M10N6,Looks like a trident,01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMRQJXXSTSSAPMK600YC,spiky,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMRWD6EPBEZ8SFHNCW8E,"The shape is unsymetrica, bottom right looks like it got bitten off",01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMS37X7PGDQ7F5G6T1EN,woman's head,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMS7C3FFZV1HMX1XZ8PG,"Arrow up, flat top",01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMSJ3V7D2ASKG0EMJM25,Christmas tree upside down,01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMSS8Z8DNRC0SJ00VZV2,spiky,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMSZQR9Q2EV8YBA6DSBJ,Arrow pointing up with flat top,01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMT7YAZR6VYYECKVYXGQ,Bottom right bitten off,01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMTB36T0MZVXS0BSVR87,xmas tree upside down,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMTK7TQT6QFRHF0P7G7D,xmas tree upside down,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMTSSWK82XB9AAANZED8,Spiky,01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMTWK4BQ9N2DW3PAN3FZ,arrow and 3 turrets,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMV1FYSNWDHDKY5H9GRK,3 spikes and bottom right bitten off,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMV4S75ASAYJ73979KCT,trident,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMV9ZW9JJ1SEXZ1NTA1J,Bottom right bitten off,01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMVCD3CJDD9A97XF2FQK,3 turrets,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMVGW1SY9MDDGYQH292D,Rounded arrow pointing up,01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMVM6S7RQ72G4XQXEC7N,Rounded arrow up,01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMVTY964XVHASNMX82KB,3 spikes and bitten off,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMVY2WJ70K9KWHY8ZWYX,trident,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMW2FVANS96FQ9HXQY7M,Bottom right bitten off,01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMW5GG9BVVMFEGMBS5YQ,Arrow with three spikes upwards,01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMW9CX1KCEH91SPV6TBF,looks like a trident,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMWDYFFP712MNA5DZRTR,"three turrets on top, bottom right bitten off",01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMWGXDA42HYRP60V4R6B,xmas tree,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMWMFKYE2MC9E5GHC8TV,Spiky,01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMWQZ57ZCWY8VER40871,bottom right bitten off,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMWWC1MTXDKPAVX3C663,"Arrow up, three turrets on top",01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMX0FPGX3SEWG6JMZYEC,bottom right bitten off,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMX33ED24VB1Z0JPST10,"Three spikes upwards, bottom right bitten off",01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMX7C4CPX45ZYT9CKE8C,Bottom right bitten off,01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMXBJ233VMW521MET84N,arrow with 3 spikes,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMXFJ718K1RN18XHR6MR,"woman's head, flat at the top",01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMXK4PQ6MJZYT6YQCH3K,Rounded Arrow pointing up,01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMXWDAFE58CP95TJNBB7,Shaped like a woman's head,01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMY06R0N6396NKEJ093Y,spiky,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMY4V9ECWCE8VDW2E7QD,arrow with flat top,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMY8XDV1KQC3N9VF4YTF,"Woman's head, the top is completely flat. Or it looks like a glass of wine",01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMYB9JE8252Y7C56WQ7D,Trident,01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMYFRP8J6KXB7ZBR73GF,Looks like a trident,01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMYKAV7X329ZBYJ2N9NS,similar to the one before,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMYVCKCDYPJ0YFYXPEH7,similar to the one before,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMZ1DCN9SB4W88CCA98N,goblet with 3 spikes,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMZ5N4PE9BRP4YTA2JC3,Upside down Christmas Tree,01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMZ935ZK18CJ1XEYRW53,trident,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMZF2TMPBNJ52D05PNW7,arrow with 3 turrets,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CMZQJ3EHJ85Q4410VCN4,Woman's head,01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CMZVXS8W4KSEX7FQYDG1,Bottom right bitten off with three turrets,01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CN00WDMRY34CGHX9MT74,"arrow pointing upwards, 3 turrets on top",01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CN04D9YBX6JH1Z1YDSHY,arrow with 3 spikes,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CN0AT2GSQ8FCKRCN2SXN,It's like a rounded arrow pointing upwards,01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CN0EWFGHY9Y4AA9QPXCW,Three spikes upwards,01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CN0K76GYPQ85BG5BBS9S,it kind of looks like a goblet,01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CN0Q5Y9GNYSAA2YRD535,"Three spikes upwards, bottom right looks like it got bitten off",01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3CN0VK4KZBWG7VVNE5TP6,"same as before, just flat instead of round at the top",01J1G2EZDQFBSKJ15KW9KM1SPD,t
01J1G3CN10Z0E0Q55578VPV10J,Like an upside down pine tree/Christmas Tree,01J1G36TYQ8DBDFBXF2TT5T4JT,t
01J1G3EDS4JK1AEKZFA75XZAVZ,what is the target shape?,01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EDSC1KFVVVFC1ETT2NKD,three squares on the top,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EDSJ2SD67X1HJDDTBCGD,Three points,01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EDSPWJGE9VQ077G8HXH1,"Smaller at bottom, larger at top. Flat top",01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EDSV55MP7J414T5G7CF7,"Target shape has three flat blocks along the top, like a castle",01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EDT0GY60ZB1P1N7YFYVQ,Target has three squares on the top,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EDT0GY60ZB1P1N7YFYVQ,what's the target?,01J1G38P2XZ2TM9P4M66872N8Y,f
01J1G3EDT80JWX0C57YCRSEXY1,the targe has three squares on the top,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EDT80JWX0C57YCRSEXY1,what's the target shape?,01J1G38P2XZ2TM9P4M66872N8Y,f
01J1G3EDTKGDKQE7RTYYBR5KM1,Target looks like the profile of an eagle with a flat head,01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EDTSGG19RGH2PAFR4XBE,profile of eagle with a domed head,01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EDTYDTA1VXQ507HWQJEJ,"Flower shaped. Smaller at the bottom, larger towards the top",01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EDV60Z3DESZSJ5FCG6B6,the profile looks like  a human head,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EDVFS95VFBJ6H44M7C1X,looks like a hat with a triangle at the bottom,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EDVP28J6XN0TWM7D01ZA,flat at top and triangle shape at bottom,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EDVW1G72XRS8VTY4H4BF,"Flower shaped, smaller at bottom larger at the top",01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EDW55ZVFKK9FSTY3TXG5,Three points along the top,01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EDWBX9CB18YHXHCMA5AW,three triangles at the top,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EDWQ809BBDMTYNXF90RK,three triangles at the top,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EDX0F162ZKJNXG8ZTWSX,Looks like a vase or a cup. The top is flat,01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EDXRAW2ZV1MNWYZPKNH6,"Vase or cup, flat at top",01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EDY2G6DN8XX41220YDKY,three square at top,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EDYBMKRX81HRP1KFS821,Looks like a fork,01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EDYNN4PK1WEQT2GY747B,ok,01J1G31G1N74P19HSMVCG3S0FF,f
01J1G3EDYNN4PK1WEQT2GY747B,"It says I'm the speaker. I think that's the same as Director, so I will tell you the target shape",01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EDYNN4PK1WEQT2GY747B,There are 3 spiks o ntop,01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EDYV0SPG8RKJ0ZDHGVQ2,Cup with three points at top,01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EDZ676FAMX0F8SDQSS0H,like a hat with a big triangle at bottom,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EDZGQTX15BH95S7NYX3M,"like a flower, bigger at top",01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EDZVNQH4KWZ33AGSQQDJ,Three points along top,01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EE014NS8KCA9QG81TADJ,Like a hat with a flat top,01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EE07PYTJJDXQJXD17ZN4,three squares on the top,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EE0CE5NRT04M9J70PATY,like a bird head with flat top,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EE0JW6068C69CVP7BWKT,Three points along top,01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EE0PWG2YRXEE51SY6H9N,like a bird head with a big flat top,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EE108PVHY6TRH237YDJ9,Person's head with wide cheeks,01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EE1ARFWQQQQX8RN5S8VM,"Flower shape, rounded top",01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EE1F6NFBV0PHXVN37TTE,three triangles on the top,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EE1TGMPVNT8SR99CZE4C,flower with flat top,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EE25A5ZG6Q1XZ9YNR388,Looks like a fork,01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EE2HAQ07WJKM29FYAATP,Hat with flat top,01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EE2V5WQY45PDR8GKVY8C,like a vase with a flat top,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EE38S8HYXD6GF5V4CN0S,human head with large cheek,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EE3KSQSZN3BTTJFBDMX5,Like a fork,01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EE3TMVPE28F4BSK9FY78,three squares on the top,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EE42HXM7X2QFE0VEGYMX,three triangles on the top,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EE48A6SR7S87Y0M3W8PP,profile of bird,01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EE4C9ZFKRM2K6KGH3BVB,three points along top,01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EE4JMJQKDCF8XSJT51ZW,three points along the top,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EE4R1XANK372DR78J1W1,like a hat with a big triangle at bottom,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EE5JNR87T4GH206WAF0W,Like a castle with a chunk missing from bottom corner,01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EE5TYAKV3BD14TGH1FKR,three points along top,01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EE61ZBZM49RCQAFJ17TK,hat,01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EE69Q7HB1MPMMMX2HHGG,like a bird head,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EE6D04C6HR3VX0PZV3ZW,Flower,01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EE6KGJGX7VVW1JJPV2QA,three squares on top,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EE6SBT7C6E77BTK22KC1,like a vase,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EE6ZJ04V0WBX49DRYRHE,three squares on top,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EE741S3S0EA4TMRTRYW4,three points along top,01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EE7A6X8G39YPVS4JVZNZ,Bird,01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EE7G5T73YHFNQ8FW4BYF,Hat with flat top,01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EE7PXGBWNJ9DKEB63W5D,human head,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EE7VTVXZ4YNMDVPYR2YJ,flower,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EE80YMMM51ZNMZ41BY8G,three squares on top,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EE85871NHMK6CY3TN8K0,flower,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EE8BW94FDC8M6VPG1C2M,bird,01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EE8GXZ15V0BGS0FPJ5EK,three points,01J1G38P2XZ2TM9P4M66872N8Y,t
01J1G3EE8XMNX84QP39Y0NZFGP,three squares on top,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EE8XMNX84QP39Y0NZFGP,please select the last one,01J1G31G1N74P19HSMVCG3S0FF,t
01J1G3EE8XMNX84QP39Y0NZFGP,"It was nice working with you, we did well!",01J1G38P2XZ2TM9P4M66872N8Y,f
